1,aircel,27532,-65,18.95097249032257,72.83799325430107
1,aircel,27532,-67,18.95057978366668,72.83783143977776
1,aircel,27532,-61,18.95098630853658,72.83809002146343
1,aircel,27532,-63,18.950991467786253,72.83807237870224
1,aircel,35291,-85,19.0736862825,72.8897124975
1,aircel,35291,-83,19.07361942,72.88970481428571
1,aircel,35291,-89,19.07638889,72.89334670785715
1,aircel,35291,-87,19.071981982307694,72.88777607307692
1,aircel,50841,-79,19.227799845,73.10217427
1,aircel,50841,-77,19.2274801,73.10122912
1,aircel,35291,-81,19.072284025714286,72.88792714
1,aircel,12661,-77,18.948298723333334,72.83795679666666
1,aircel,50841,-71,19.22707513764706,73.10056291411765
1,aircel,50841,-75,19.227456733000004,73.101578747
1,aircel,27532,-59,18.950918620000003,72.83814576950493
1,aircel,50841,-73,19.226900705000002,73.0997244275
1,aircel,27532,-77,18.95040026836956,72.83765274195653
1,aircel,10561,-87,19.128427276,72.918534464
1,aircel,17083,-95,19.14890964,72.94246119
1,aircel,27532,-79,18.950401319885056,72.8376910073563
1,aircel,17083,-93,19.14707858,72.94112911
1,aircel,27532,-73,18.95053866908518,72.83777236429022
1,aircel,17083,-91,19.14624695,72.94036012
1,aircel,10561,-83,19.128405315,72.91866995833334
1,aircel,27532,-75,18.95039712399123,72.83766772855269
1,aircel,10561,-81,19.128558472,72.918259424
1,aircel,35291,-95,19.0723772,72.88853787
1,aircel,27532,-71,18.950411444466663,72.83772144260003
1,aircel,65221,-91,18.990238655833334,72.8348435288889
1,aircel,65221,-93,18.99137231,72.835932915
1,aircel,55923,-55,18.9395558187931,72.83453673241378
1,aircel,55923,-57,18.939544172307695,72.83455374423077
1,aircel,65221,-89,18.990543800285714,72.83522790199999
1,aircel,35291,-91,19.074482950526313,72.89080376421052
1,aircel,55923,-59,18.939559862,72.83453165314285
1,aircel,27532,-69,18.95060614275676,72.83777981183785
1,aircel,10561,-79,19.129571405,72.915977705
1,aircel,10561,-77,19.128653534,72.918035586
1,aircel,59873,-57,19.05193026,72.8670118
1,aircel,35291,-69,19.07041731,72.8856850875
1,aircel,10561,-73,19.12862943,72.91809823
1,aircel,10561,-71,19.12859020125,72.917756215
1,aircel,50841,-55,19.22749511,73.10168672666667
1,aircel,50841,-59,19.22757517318182,73.10194270363637
1,aircel,51311,-59,19.127961273548383,72.92093673032258
1,aircel,51311,-57,19.128234,72.92110514
1,aircel,59873,-61,19.05146766,72.866729135
1,aircel,59873,-63,19.05168666,72.86691057499999
1,aircel,51311,-55,19.128223126666665,72.92075557333334
1,aircel,50841,-53,19.22719908692308,73.10089641461539
1,aircel,25342,-79,18.94040611277778,72.83510757111111
1,aircel,59873,-65,19.0522173425,72.86721279
1,aircel,51311,-53,19.12775651714286,72.92122540285713
1,aircel,33932,-69,18.978244856666667,72.8328796
1,aircel,10561,-69,19.12929206,72.91719000333335
1,aircel,12661,-91,18.94925829,72.83812558
1,aircel,50841,-51,19.22762757,73.10182667
1,aircel,51311,-51,19.127444835384615,72.92134218615385
1,aircel,51311,-71,19.126884681842103,72.92109256605265
1,aircel,27532,-55,18.950774735270258,72.8381181331081
1,aircel,35291,-79,19.071849281666665,72.88716622666668
1,aircel,10561,-63,19.129057615714284,72.91722168489794
1,aircel,27532,-57,18.95078142592105,72.83810376394736
1,aircel,27532,-51,18.950805614666667,72.83818081633333
1,aircel,10561,-61,19.129310577142856,72.91721481571429
1,aircel,27532,-53,18.950798020799997,72.83817037480001
1,aircel,35291,-73,19.071768105,72.88732206499999
1,aircel,35291,-71,19.06924146,72.88418834
1,aircel,35291,-77,19.06944948,72.88429287999998
1,aircel,35291,-75,19.069591982307692,72.88457227307691
1,aircel,50841,-69,19.227627226666666,73.10219699333332
1,aircel,50841,-67,19.22766288590909,73.10232098727272
1,aircel,51311,-69,19.126667779615385,72.92143453923077
1,aircel,12661,-89,18.948905305,72.838052605
1,aircel,51311,-67,19.126287553658543,72.92243318926829
1,aircel,50841,-61,19.22778142125,73.10269914625
1,aircel,51311,-65,19.126839489454543,72.92187531581818
1,aircel,59873,-73,19.0523002075,72.86730389499999
1,aircel,51311,-63,19.127234247692307,72.92127059153844
1,aircel,59873,-77,19.05278605,72.86756715499999
1,aircel,51311,-61,19.127761524117652,72.92094478058823
1,aircel,10561,-57,19.1290218,72.91742965666667
1,aircel,50841,-63,19.227487595,73.10168067800001
1,aircel,12661,-81,18.94866327,72.83802897
1,aircel,54863,-67,19.23295728,73.12338312666667
1,aircel,10561,-55,19.12959114,72.91703973
1,aircel,28601,-91,19.02573334,72.84892786
1,aircel,17081,-57,19.153337335,72.94584541
1,aircel,54863,-69,19.2327258237931,73.12189096586208
1,aircel,17081,-55,19.15410657,72.946278112
1,aircel,54863,-63,19.232916969999998,73.12317962
1,aircel,54863,-65,19.23292808,73.1233391
1,aircel,17081,-59,19.155052374615384,72.94679032692308
1,aircel,28601,-93,19.02532882,72.84855386000001
1,aircel,28601,-89,19.02306680727273,72.84705366727273
1,aircel,55923,-81,18.93975915,72.83437013
1,aircel,54863,-71,19.23266827,73.12134930086957
1,aircel,55923,-85,18.93968006,72.83434166
1,aircel,17081,-67,19.155902740624995,72.94726319374999
1,aircel,32372,-59,18.970696794,72.833108108
1,aircel,54863,-55,19.232935175,73.12331498
1,aircel,17081,-65,19.1544409175,72.9465085575
1,aircel,23751,-83,19.18513517,73.02685159
1,aircel,17081,-69,19.154642096000003,72.9466281848
1,aircel,28601,-87,19.02481952888889,72.84827727888889
1,aircel,28601,-83,19.023194003000004,72.84710622500002
1,aircel,54863,-59,19.232879305,73.123095215
1,aircel,28601,-81,19.02257734847826,72.84671972173915
1,aircel,28601,-79,19.022815858181815,72.84687232363636
1,aircel,32372,-61,18.9709114175,72.833177255
1,aircel,55923,-91,18.93968004,72.83434158
